Product Name,Quantity,Sell Price,Date Sold,Product Category,Unnamed: 5,Unnamed: 6,Unnamed: 7
Cefalexin 500mg,3.0,24.0,20/08/2020,ANTIBIOTICS,,,
Candy,3.0,21.0,21/08/2020,FOODS,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,21/08/2020,GALENICALS,,,
Listerine 100mL,1.0,80.0,21/08/2020,HYGIENE,,,
Nipple (small),3.0,30.0,21/08/2020,BABY PRODUCTS,,,
Celecoxib 200mg,2.0,14.0,21/08/2020,PAIN RELIEVERS,,,
Pharex Vit.B Complex,2.0,10.0,21/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Neozep,2.0,14.0,21/08/2020,RESPIRATORY,,,
Imodium,1.0,18.0,21/08/2020,GASTRO DRUGS,,,
Happy Cotton,1.0,7.0,21/08/2020,,,,
Omega 60 mL,1.0,80.0,21/08/2020,GALENICALS,,,
Kremil-S,2.0,19.0,21/08/2020,GASTRO DRUGS,,,
Biogesic 500mg,5.0,25.0,21/08/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,2.0,20.0,21/08/2020,PAIN RELIEVERS,,,
Katinko Ointment,1.0,35.0,21/08/2020,GALENICALS,,,
Cetirizine 10mg,4.0,10.0,21/08/2020,ANTIHISTAMINES,,,
Face Mask,2.0,20.0,21/08/2020,ALL MEDICAL SUPPLIES,,,
Tuseran Forte,3.0,36.0,22/08/2020,RESPIRATORY,,,
Salonpas Patch,3.0,26.0,22/08/2020,PAIN RELIEVERS,,,
Cottonbuds (small pack),1.0,10.0,22/08/2020,ALL MEDICAL SUPPLIES,,,
Tuseran Forte,6.0,72.0,22/08/2020,RESPIRATORY,,,
Salonpas Patch,2.0,16.0,22/08/2020,PAIN RELIEVERS,,,
Shampoo (Sachet),1.0,6.0,22/08/2020,HYGIENE,,,
Nipple (small),4.0,40.0,22/08/2020,BABY PRODUCTS,,,
Pacifier,1.0,20.0,22/08/2020,BABY PRODUCTS,,,
Alcohol 500mL,1.0,95.0,22/08/2020,ALL MEDICAL SUPPLIES,,,
Losartan 50mg,4.0,16.0,22/08/2020,ALL HYPERTENSION,,,
Dr. Wong's Sulfur Scented Soap 135g,1.0,60.0,22/08/2020,HYGIENE,,,
Efficascent Oil 25 mL,1.0,50.0,22/08/2020,GALENICALS,,,
Neozep,4.0,28.0,22/08/2020,RESPIRATORY,,,
Johnson's Baby Powder Pink 25g,2.0,40.0,22/08/2020,BABY PRODUCTS,,,
Strepsils 8pcs,1.0,80.0,22/08/2020,RESPIRATORY,,,
BL Cream,2.0,70.0,22/08/2020,CREAM AND OINTMENTS,,,
Katinko Ointment,1.0,35.0,22/08/2020,GALENICALS,,,
Kool Fever,1.0,35.0,23/08/2020,ALL MEDICAL SUPPLIES,,,
Decolgen Forte 25mg/2mg/500mg,1.0,14.0,23/08/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,6.0,42.0,23/08/2020,PAIN RELIEVERS,,,
Efficascent Oil 25 mL,1.0,40.0,23/08/2020,GALENICALS,,,
Toothpaste Sachet,1.0,8.0,23/08/2020,HYGIENE,,,
Shampoo (Sachet),1.0,6.0,23/08/2020,HYGIENE,,,
Finger Cheese,1.0,15.0,23/08/2020,FOODS,,,
Nipple (small),3.0,30.0,23/08/2020,BABY PRODUCTS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,23/08/2020,PAIN RELIEVERS,,,
Erythromycin 500mg,13.0,97.5,23/08/2020,ANTIBIOTICS,,,
Biogesic 500mg,22.0,110.0,23/08/2020,PAIN RELIEVERS,,,
BL Cream,2.0,70.0,23/08/2020,CREAM AND OINTMENTS,,,
Petroleum Jelly (generic),2.0,50.0,23/08/2020,CREAM AND OINTMENTS,,,
Eskinol 225mL,1.0,100.0,23/08/2020,COSMETICS,,,
Cetirizine 10mg,5.0,13.0,23/08/2020,ANTIHISTAMINES,,,
Biogesic 500mg,2.0,10.0,23/08/2020,PAIN RELIEVERS,,,
Cloud 9,1.0,10.0,23/08/2020,FOODS,,,
BL Cream,1.0,35.0,24/08/2020,CREAM AND OINTMENTS,,,
Mefenamic Acid (generic),1.0,7.0,24/08/2020,PAIN RELIEVERS,,,
Olay Natural White Light Night Sachet 7.5g,1.0,45.0,24/08/2020,COSMETICS,,,
Medicol Advance 200mg,1.0,8.5,24/08/2020,PAIN RELIEVERS,,,
Biogesic 500mg,4.0,20.0,24/08/2020,PAIN RELIEVERS,,,
Razor,1.0,10.0,24/08/2020,HYGIENE,,,
Nipple (small),2.0,20.0,24/08/2020,BABY PRODUCTS,,,
Tissue Roll,2.0,30.0,24/08/2020,HYGIENE,,,
Neozep,2.0,14.0,24/08/2020,RESPIRATORY,,,
Bioflu 10mg/2mg/500mg,4.0,40.0,24/08/2020,PAIN RELIEVERS,,,
Pharex Vit.B Complex,2.0,10.0,24/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Water Bottle 350mL (small),1.0,12.0,24/08/2020,DRINKS,,,
Evening Primrose 1000mg,4.0,40.0,24/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Celecoxib 200mg,1.0,7.0,24/08/2020,PAIN RELIEVERS,,,
AA Battery,2.0,14.0,24/08/2020,OTHERS,,,
Efficascent Oil 50 mL,1.0,60.0,24/08/2020,GALENICALS,,,
Kremil-S,2.0,19.0,24/08/2020,GASTRO DRUGS,,,
Toothbrush,1.0,15.0,24/08/2020,HYGIENE,,,
Amoxicillin 500mg,4.0,20.0,24/08/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),6.0,18.0,24/08/2020,PAIN RELIEVERS,,,
Baby Wipes,1.0,25.0,24/08/2020,BABY PRODUCTS,,,
Toothpaste Sachet,1.0,6.0,25/08/2020,HYGIENE,,,
Shampoo (Sachet),1.0,6.0,25/08/2020,HYGIENE,,,
Flanax 550mg,1.0,26.0,25/08/2020,PAIN RELIEVERS,,,
Biogesic 500mg,5.0,25.0,25/08/2020,PAIN RELIEVERS,,,
Ascorbic Acid 500mg,2.0,10.0,25/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Kool Fever,2.0,70.0,25/08/2020,ALL MEDICAL SUPPLIES,,,
Kool Fever,2.0,70.0,25/08/2020,ALL MEDICAL SUPPLIES,,,
Tempra Drops 0-12 months 15mL,1.0,89.0,25/08/2020,PEDIA BOTTLES,,,
Neozep,4.0,28.0,25/08/2020,RESPIRATORY,,,
Solmux,1.0,12.0,25/08/2020,RESPIRATORY,,,
Neozep,5.0,35.0,25/08/2020,RESPIRATORY,,,
Decolgen Forte 25mg/2mg/500mg,5.0,35.0,25/08/2020,PAIN RELIEVERS,,,
Pantyliner,1.0,12.0,25/08/2020,HYGIENE,,,
Mefenamic Acid (generic),1.0,3.0,25/08/2020,PAIN RELIEVERS,,,
Pharex Vit.B Complex,6.0,30.0,25/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Alcohol 60mL,1.0,22.0,25/08/2020,ALL MEDICAL SUPPLIES,,,
Katinko Ointment,3.0,100.0,25/08/2020,GALENICALS,,,
Kremil-S,2.0,19.0,25/08/2020,GASTRO DRUGS,,,
Thermometer,1.0,139.0,25/08/2020,ALL MEDICAL SUPPLIES,,,
Ferrous Sulfate 500mg,4.0,20.0,25/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Bioflu 10mg/2mg/500mg,5.0,50.0,25/08/2020,PAIN RELIEVERS,,,
Water Bottle 350mL (small),1.0,12.0,25/08/2020,DRINKS,,,
Toothbrush,1.0,15.0,25/08/2020,HYGIENE,,,
Happy Cotton,1.0,7.0,25/08/2020,,,,
Pacifier,1.0,20.0,25/08/2020,BABY PRODUCTS,,,
Cottonbuds (small pack),1.0,10.0,25/08/2020,ALL MEDICAL SUPPLIES,,,
Baby Diapers (medium) 4pcs,1.0,30.0,25/08/2020,BABY PRODUCTS,,,
Johnson's milk+rice Baby Bath 100mL,1.0,140.0,25/08/2020,BABY PRODUCTS,,,
Medical Gloves (box),1.0,450.0,26/08/2020,ALL MEDICAL SUPPLIES,,,
Solmux,6.0,72.0,26/08/2020,RESPIRATORY,,,
Band Aid,6.0,6.0,26/08/2020,ALL MEDICAL SUPPLIES,,,
Thermometer,1.0,139.0,26/08/2020,ALL MEDICAL SUPPLIES,,,
Evening Primrose 1000mg,4.0,40.0,26/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Folic Acid 5mg,10.0,50.0,26/08/2020,OB PRODUCTS,,,
BL Cream,1.0,35.0,26/08/2020,CREAM AND OINTMENTS,,,
Biogesic 500mg,2.0,10.0,26/08/2020,PAIN RELIEVERS,,,
Flanax 550mg,3.0,78.0,26/08/2020,PAIN RELIEVERS,,,
Kremil-S,1.0,9.5,26/08/2020,GASTRO DRUGS,,,
Mefenamic Acid (generic),3.0,9.0,26/08/2020,PAIN RELIEVERS,,,
Johnson's Baby Powder White 25g,1.0,20.0,26/08/2020,BABY PRODUCTS,,,
Efficascent Oil 50 mL,1.0,60.0,26/08/2020,GALENICALS,,,
Alcohol 250mL,1.0,65.0,26/08/2020,ALL MEDICAL SUPPLIES,,,
Spray Bottle,1.0,25.0,26/08/2020,ALL MEDICAL SUPPLIES,,,
Adult Diapers (medium),1.0,25.0,27/08/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),5.0,50.0,27/08/2020,BABY PRODUCTS,,,
Water Bottle 350mL (small),1.0,12.0,27/08/2020,DRINKS,,,
Celecoxib 200mg,3.0,21.0,27/08/2020,PAIN RELIEVERS,,,
Dolfenal 500mg,1.0,26.0,27/08/2020,PAIN RELIEVERS,,,
Kojie San Skin Lightening Soap 65g,1.0,35.0,27/08/2020,HYGIENE,,,
Salonpas Patch,2.0,16.0,27/08/2020,PAIN RELIEVERS,,,
Multigo Multivitamins + Iron,10.0,60.0,27/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ascorbic Acid 500mg,2.0,10.0,27/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Water Bottle 1L (large),1.0,23.0,27/08/2020,DRINKS,,,
Myra-E,1.0,14.0,27/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Amoxicillin 500mg,6.0,30.0,27/08/2020,ANTIBIOTICS,,,
Buscopan 10mg,1.0,30.0,27/08/2020,GASTRO DRUGS,,,
Adult Diapers (medium),1.0,25.0,27/08/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,2.0,10.0,27/08/2020,PAIN RELIEVERS,,,
Neozep,2.0,14.0,27/08/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,27/08/2020,PAIN RELIEVERS,,,
Kremil-S,2.0,19.0,27/08/2020,GASTRO DRUGS,,,
Neozep,10.0,70.0,28/08/2020,RESPIRATORY,,,
Face Mask,1.0,10.0,28/08/2020,ALL MEDICAL SUPPLIES,,,
Flanax 550mg,1.0,26.0,28/08/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,28/08/2020,PAIN RELIEVERS,,,
Adult Diapers (medium),1.0,25.0,28/08/2020,ALL MEDICAL SUPPLIES,,,
Myra-E,4.0,56.0,28/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cetirizine 10mg,3.0,55.0,28/08/2020,ANTIHISTAMINES,,,
Tuseran Forte,4.0,48.0,28/08/2020,RESPIRATORY,,,
Amoxicillin 500mg,31.0,155.0,28/08/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),6.0,18.0,28/08/2020,PAIN RELIEVERS,,,
Salonpas Patch,2.0,16.0,28/08/2020,PAIN RELIEVERS,,,
Water Bottle 350mL (small),2.0,24.0,28/08/2020,DRINKS,,,
Ballpen,1.0,6.0,28/08/2020,OTHERS,,,
Biogesic 500mg,6.0,30.0,28/08/2020,PAIN RELIEVERS,,,
Myrevit Vitamin B,1.0,5.0,28/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Biogesic 500mg,1.0,5.0,28/08/2020,PAIN RELIEVERS,,,
Buscopan 10mg,3.0,90.0,28/08/2020,GASTRO DRUGS,,,
Happy Cotton,1.0,7.0,28/08/2020,,,,
Solmux,1.0,12.0,28/08/2020,RESPIRATORY,,,
Saridon,1.0,7.0,29/08/2020,PAIN RELIEVERS,,,
Neozep,2.0,14.0,29/08/2020,RESPIRATORY,,,
Alcohol 500mL,1.0,95.0,29/08/2020,ALL MEDICAL SUPPLIES,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,29/08/2020,GALENICALS,,,
Ferrous Sulfate 500mg,4.0,20.0,29/08/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Bioderm Bloom Soap,1.0,18.0,29/08/2020,HYGIENE,,,
Mefenamic Acid (generic),5.0,15.0,29/08/2020,PAIN RELIEVERS,,,
Happy Cotton,1.0,7.0,29/08/2020,,,,
Aceite De Manzanilla 15mL,2.0,24.0,29/08/2020,GALENICALS,,,
Vicks VapoRub (small),2.0,64.0,29/08/2020,GALENICALS,,,
Cetirizine 10mg,10.0,25.0,29/08/2020,ANTIHISTAMINES,,,
Katinko Ointment,1.0,35.0,29/08/2020,GALENICALS,,,
Solmux,1.0,12.0,29/08/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,29/08/2020,PAIN RELIEVERS,,,
Shampoo (Sachet),1.0,6.0,29/08/2020,HYGIENE,,,
Biogesic 500mg,2.0,20.0,29/08/2020,PAIN RELIEVERS,,,
Neozep,2.0,14.0,29/08/2020,RESPIRATORY,,,
Kremil-S,10.0,95.0,29/08/2020,GASTRO DRUGS,,,
Baby Wipes,1.0,25.0,29/08/2020,BABY PRODUCTS,,,
Tissue Roll,1.0,15.0,29/08/2020,HYGIENE,,,
Buscopan 10mg,1.0,30.0,29/08/2020,GASTRO DRUGS,,,
Fiona Cologne,1.0,35.0,29/08/2020,COSMETICS,,,
Alaxan FR 400mg,3.0,30.0,29/08/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),15.0,54.0,30/08/2020,PAIN RELIEVERS,,,
Decolgen Forte 25mg/2mg/500mg,5.0,35.0,30/08/2020,PAIN RELIEVERS,,,
Medical Gloves,4.0,20.0,30/08/2020,ALL MEDICAL SUPPLIES,,,
Neozep,5.0,35.0,30/08/2020,RESPIRATORY,,,
Biogesic 500mg,3.0,15.0,30/08/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,7.0,70.0,30/08/2020,PAIN RELIEVERS,,,
Katinko Ointment,1.0,35.0,30/08/2020,GALENICALS,,,
Skelan 550mg,1.0,22.0,30/08/2020,PAIN RELIEVERS,,,
pH Care 50mL,1.0,150.0,30/08/2020,HYGIENE,,,
Happy Cotton,1.0,7.0,30/08/2020,,,,
Amoxicillin 500mg,3.0,15.0,30/08/2020,ANTIBIOTICS,,,
Johnson's Baby Powder White 25g,1.0,20.0,30/08/2020,BABY PRODUCTS,,,
Alcohol 250mL,2.0,130.0,30/08/2020,ALL MEDICAL SUPPLIES,,,
Alcohol 500mL,2.0,190.0,30/08/2020,ALL MEDICAL SUPPLIES,,,
Alcohol 60mL,1.0,22.0,30/08/2020,ALL MEDICAL SUPPLIES,,,
Tissue Roll,1.0,15.0,30/08/2020,HYGIENE,,,
Freeda All-day Pink Napkin,1.0,25.0,30/08/2020,HYGIENE,,,
Mefenamic Acid Ritemed 500mg,6.0,42.0,30/08/2020,PAIN RELIEVERS,,,
Povidone Iodine 15 mL,1.0,25.0,30/08/2020,ALL MEDICAL SUPPLIES,,,
Celecoxib 200mg,5.0,35.0,30/08/2020,PAIN RELIEVERS,,,
Omega 15 mL,1.0,30.0,30/08/2020,GALENICALS,,,
Salonpas Patch,10.0,75.0,30/08/2020,PAIN RELIEVERS,,,
Diclofenac Sodium 100mg,2.0,10.0,30/08/2020,PAIN RELIEVERS,,,
Face Mask,6.0,60.0,30/08/2020,ALL MEDICAL SUPPLIES,,,
Efficascent Oil 50 mL,1.0,60.0,30/08/2020,GALENICALS,,,
Solmux,1.0,12.0,30/08/2020,RESPIRATORY,,,
Johnson's Baby Oil 25mL,1.0,25.0,30/08/2020,BABY PRODUCTS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,31/08/2020,PAIN RELIEVERS,,,
BL Cream,1.0,35.0,31/08/2020,CREAM AND OINTMENTS,,,
Cetirizine 10mg,4.0,10.0,31/08/2020,ANTIHISTAMINES,,,
Water Bottle 350mL (small),4.0,40.0,31/08/2020,DRINKS,,,
Katinko Ointment,1.0,35.0,31/08/2020,GALENICALS,,,
Neozep,10.0,70.0,31/08/2020,RESPIRATORY,,,
Biogesic 500mg,10.0,50.0,31/08/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),3.0,9.0,31/08/2020,PAIN RELIEVERS,,,
Flugard 500mg,3.0,15.0,31/08/2020,PAIN RELIEVERS,,,
Dr. Wong's Sulfur Scented Soap 135g,1.0,55.0,31/08/2020,HYGIENE,,,
Biogesic 500mg,3.0,15.0,31/08/2020,PAIN RELIEVERS,,,
Hivent Salbutamol Ampoule 2.5mL,2.0,30.0,31/08/2020,RESPIRATORY,,,
Kremil-S,2.0,19.0,31/08/2020,GASTRO DRUGS,,,
Cotrimoxazole 480mg,3.0,15.0,31/08/2020,ANTIBIOTICS,,,
Happy Cotton,1.0,7.0,31/08/2020,,,,
Freeda Violet Napkin,1.0,32.0,31/08/2020,HYGIENE,,,
Dolfenal 500mg,3.0,78.0,01/09/2020,PAIN RELIEVERS,,,
Face Mask,2.0,10.0,01/09/2020,ALL MEDICAL SUPPLIES,,,
Acetone (Cuticle/Nailpolish Remover),1.0,5.0,01/09/2020,COSMETICS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,01/09/2020,PAIN RELIEVERS,,,
Medical Gloves,3.0,15.0,01/09/2020,ALL MEDICAL SUPPLIES,,,
Alcohol 250mL,1.0,65.0,01/09/2020,ALL MEDICAL SUPPLIES,,,
Biogesic Syrup 2-6 years 60mL,1.0,110.0,01/09/2020,PAIN RELIEVERS,,,
Nipple (small),2.0,20.0,01/09/2020,BABY PRODUCTS,,,
Saridon,5.0,35.0,01/09/2020,PAIN RELIEVERS,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,01/09/2020,RESPIRATORY,,,
Alcohol 1gallon,1.0,650.0,01/09/2020,ALL MEDICAL SUPPLIES,,,
Tissue Roll,1.0,15.0,01/09/2020,HYGIENE,,,
Baby Wipes,1.0,25.0,01/09/2020,BABY PRODUCTS,,,
Baby Diapers (small) 4pcs,2.0,20.0,02/09/2020,BABY PRODUCTS,,,
Advil 200mg,3.0,36.0,02/09/2020,PAIN RELIEVERS,,,
Skyflakes,1.0,6.0,02/09/2020,FOODS,,,
Face Mask,1.0,10.0,02/09/2020,ALL MEDICAL SUPPLIES,,,
Efficascent Oil 50 mL,1.0,60.0,02/09/2020,GALENICALS,,,
Mupirocin 20mg,1.0,130.0,02/09/2020,CREAM AND OINTMENTS,,,
Ferrous Sulfate 500mg,4.0,20.0,02/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Biogesic 500mg,10.0,50.0,02/09/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),10.0,30.0,02/09/2020,PAIN RELIEVERS,,,
Toothbrush,1.0,15.0,02/09/2020,HYGIENE,,,
Shampoo (Sachet),1.0,6.0,02/09/2020,HYGIENE,,,
Celecoxib 200mg,10.0,70.0,02/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,3.0,15.0,02/09/2020,PAIN RELIEVERS,,,
Toothbrush,1.0,15.0,02/09/2020,HYGIENE,,,
Alcohol 500mL,1.0,95.0,02/09/2020,ALL MEDICAL SUPPLIES,,,
Ferrous Sulfate 500mg,2.0,10.0,03/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cloxacillin 500mg,21.0,210.0,03/09/2020,ANTIBIOTICS,,,
Cloud 9,1.0,10.0,03/09/2020,FOODS,,,
Poten-cee 500mg,2.0,16.0,03/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Neozep,2.0,14.0,03/09/2020,RESPIRATORY,,,
Celecoxib 200mg,2.0,14.0,03/09/2020,PAIN RELIEVERS,,,
Johnson's Baby Powder White 25g,1.0,20.0,03/09/2020,BABY PRODUCTS,,,
Face Shield,1.0,50.0,03/09/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,6.0,30.0,03/09/2020,PAIN RELIEVERS,,,
Ascorbic Acid 500mg,4.0,20.0,03/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,03/09/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,1.0,10.0,03/09/2020,PAIN RELIEVERS,,,
Salonpas Patch,4.0,32.0,03/09/2020,PAIN RELIEVERS,,,
Myra-E,2.0,28.0,03/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Nipple (small),1.0,10.0,03/09/2020,BABY PRODUCTS,,,
Advil 200mg,2.0,24.0,03/09/2020,PAIN RELIEVERS,,,
Happy cotton,1.0,7.0,03/09/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),1.0,10.0,04/09/2020,BABY PRODUCTS,,,
Biogesic 500mg,4.0,20.0,04/09/2020,PAIN RELIEVERS,,,
Kiddilet,4.0,20.0,04/09/2020,PAIN RELIEVERS,,,
Baby Diapers (small) 4pcs,1.0,10.0,04/09/2020,BABY PRODUCTS,,,
Mefenamic Acid (generic),2.0,14.0,04/09/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,20.0,100.0,04/09/2020,ANTIBIOTICS,,,
Biogesic 500mg,10.0,50.0,04/09/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),20.0,60.0,04/09/2020,PAIN RELIEVERS,,,
Neozep,10.0,70.0,04/09/2020,RESPIRATORY,,,
Povidone Iodine 15 mL,1.0,25.0,04/09/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,2.0,10.0,04/09/2020,PAIN RELIEVERS,,,
Enervon,2.0,20.0,04/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Happy Cotton,1.0,17.0,04/09/2020,,,,
BL Cream,1.0,35.0,04/09/2020,CREAM AND OINTMENTS,,,
Biogesic 500mg,7.0,35.0,04/09/2020,PAIN RELIEVERS,,,
Neozep,2.0,14.0,04/09/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,04/09/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,4.0,40.0,04/09/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,3.0,30.0,04/09/2020,PAIN RELIEVERS,,,
Neozep,3.0,21.0,04/09/2020,RESPIRATORY,,,
Cetirizine 10mg,10.0,25.0,04/09/2020,ANTIHISTAMINES,,,
Bonamine 25mg,2.0,32.0,04/09/2020,ANTIVERTIGO,,,
Kremil-S,4.0,38.0,04/09/2020,GASTRO DRUGS,,,
Povidone Iodine 15 mL,1.0,25.0,04/09/2020,ALL MEDICAL SUPPLIES,,,
Katinko Ointment,1.0,35.0,04/09/2020,GALENICALS,,,
Celecoxib 200mg,2.0,14.0,04/09/2020,PAIN RELIEVERS,,,
Skyflakes,1.0,6.0,04/09/2020,FOODS,,,
Metoprolol 50mg/100mg,3.0,18.0,05/09/2020,ALL HYPERTENSION,,,
Baby Wipes,2.0,50.0,05/09/2020,BABY PRODUCTS,,,
Gauze (large),1.0,6.0,05/09/2020,ALL MEDICAL SUPPLIES,,,
Povidone Iodine 15 mL,1.0,25.0,05/09/2020,ALL MEDICAL SUPPLIES,,,
Happy Cotton,1.0,7.0,05/09/2020,,,,
Alaxan FR 400mg,1.0,10.0,05/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,1.0,5.0,05/09/2020,PAIN RELIEVERS,,,
Ketoconazole,1.0,100.0,05/09/2020,CREAM AND OINTMENTS,,,
Losartan 50mg,10.0,40.0,05/09/2020,ALL HYPERTENSION,,,
Alaxan FR 400mg,1.0,10.0,05/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,4.0,20.0,05/09/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,05/09/2020,PAIN RELIEVERS,,,
Candy,1.0,7.0,05/09/2020,FOODS,,,
Gauze Bandage (medium),3.0,105.0,05/09/2020,ALL MEDICAL SUPPLIES,,,
Flanax 550mg,1.0,26.0,05/09/2020,PAIN RELIEVERS,,,
Poten-cee 500mg,5.0,40.0,05/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Pantyliner,1.0,12.0,05/09/2020,HYGIENE,,,
White Flower 1.5mL,1.0,30.0,05/09/2020,GALENICALS,,,
Alaxan FR 400mg,1.0,10.0,05/09/2020,PAIN RELIEVERS,,,
Ascorbic Acid 500mg,6.0,30.0,05/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Neozep,3.0,21.0,05/09/2020,RESPIRATORY,,,
Cetirizine 10mg,2.0,5.0,05/09/2020,ANTIHISTAMINES,,,
Decolgen Forte 25mg/2mg/500mg,1.0,7.0,05/09/2020,PAIN RELIEVERS,,,
Folic Acid 5mg,20.0,100.0,05/09/2020,OB PRODUCTS,,,
Solmux,5.0,60.0,05/09/2020,RESPIRATORY,,,
Biogesic 500mg,1.0,5.0,05/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,3.0,15.0,05/09/2020,PAIN RELIEVERS,,,
Neozep,4.0,28.0,05/09/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,05/09/2020,PAIN RELIEVERS,,,
Nipple (small),4.0,40.0,05/09/2020,BABY PRODUCTS,,,
Mefenamic Acid (generic),2.0,6.0,05/09/2020,PAIN RELIEVERS,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,05/09/2020,GALENICALS,,,
Cetirizine Drops 10mL,1.0,53.0,06/09/2020,ANTIHISTAMINES,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,06/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,1.0,5.0,06/09/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,1.0,10.0,06/09/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),2.0,6.0,06/09/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,06/09/2020,PAIN RELIEVERS,,,
Trust Pills 75mg,1.0,50.0,06/09/2020,CONTRACEPTIVES,,,
Nipple (small),1.0,10.0,06/09/2020,BABY PRODUCTS,,,
Biogesic 500mg,1.0,5.0,06/09/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,06/09/2020,PAIN RELIEVERS,,,
Neozep,1.0,7.0,06/09/2020,RESPIRATORY,,,
Mefenamic Acid (generic),1.0,3.0,06/09/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,06/09/2020,PAIN RELIEVERS,,,
Alcohol 500mL,1.0,95.0,06/09/2020,ALL MEDICAL SUPPLIES,,,
Mefenamic Acid (generic),4.0,12.0,06/09/2020,PAIN RELIEVERS,,,
Myra-E,3.0,42.0,06/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Kremil-S,3.0,19.0,06/09/2020,GASTRO DRUGS,,,
Poten-cee 500mg,20.0,160.0,06/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Fiona Cologne,1.0,55.0,06/09/2020,COSMETICS,,,
Alcohol 500mL,1.0,95.0,06/09/2020,ALL MEDICAL SUPPLIES,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,06/09/2020,PAIN RELIEVERS,,,
Freeda All-day Pink Napkin,1.0,25.0,06/09/2020,HYGIENE,,,
Alcohol 60mL,1.0,22.0,06/09/2020,ALL MEDICAL SUPPLIES,,,
Vicks VapoRub (small),1.0,32.0,06/09/2020,GALENICALS,,,
